"MKI67","PMEPA1","SOX9","BGN","IFI6","GPRC5A","SOX4","TIMP1","FKBP10","CDC25B","ARFGEF3","PLOD3","MET","SLC12A7","TYMP","BOP1","KPNA2","VAV2","HELZ2","RUNX1","LMNB2","LPCAT1","SH3KBP1","THEM6","RCC2","CAD","DNMT1","SLC1A5","TMEM63A","CHD7","ENTPD6","IRAK1","DKC1","PLXNA3","GTPBP4","NCAPD2","MFHAS1","PARP14","PDCD11","MTHFD2","MFSD12","ATP5PF","RAP1A","UBL3","PINK1","MXI1","GSN","CITED2","METTL7A","KAT2B","PER1","KLF4","SLC25A4","GPX3","FHL1","class"
4.52057839221693,4.04117989164542,4.40261160860027,4.33115630751025,4.3561773715559,4.67440357828316,4.2482811950339,4.60387672077775,4.46126505843677,4.28924057110293,4.33094462175742,4.45602625756588,3.55614701338136,3.85667245542263,4.23417221622494,3.98897905296608,4.42537873311234,3.48538050957151,4.20670405691818,4.17097078718855,4.02662023367499,3.87155975647595,4.08217852271971,4.10417698818266,4.2558224094551,4.21113481325047,3.84053681504973,4.53565177845014,4.30845755301157,3.65634743726693,4.05678253772606,4.4120589559976,4.10702296482792,4.27229579246382,4.00662405206399,4.15080091794241,3.80776228018236,4.00335006566198,3.76058204464153,4.18532868842628,3.76520265885791,4.14900192942532,3.81400315755884,3.73479406230271,3.27711598047851,3.48493515542354,4.13930134957574,3.22713031380484,3.35721501738397,3.55374514576721,3.43858314802546,3.98293439713432,3.3995307902046,3.25900755925036,3.51519533230445,"yes"
4.67928797772766,4.39874320960988,4.65924345787113,4.1057765471735,4.05685445555629,5.04679904366422,4.49190227820487,4.70212603109012,3.20789942321155,4.44360352370684,3.94702766944428,4.51833785593884,4.33669515215033,4.15777234429589,3.40798123842188,4.11814576541618,4.44075731021589,4.03531942648383,4.33933664464733,4.32410178962036,4.41378340869211,3.71181275076555,3.97194150596347,3.80850416527694,4.53672805267866,4.26100186531645,4.25983468317493,4.60399140051174,4.07200172459706,3.69837289942075,4.13344978902327,4.21603596644533,4.15877127199103,3.810733558206,3.83580951541533,4.38858942453362,4.08075975591499,3.98287518685006,4.1034175807387,3.89620173399122,4.1051880057189,4.02499456665908,3.7207056435663,3.81102350668582,2.91340607701165,3.32796824467538,4.36061862344613,3.35419346302581,3.20828666753672,2.93644506100022,3.41163181594268,3.74544330887092,1.93644506100022,2.54390008421489,2.90414900579031,"yes"
4.20532131529294,5.31673142811846,4.66727113090035,4.66478007647639,4.03707433004527,4.68995195537176,4.2255952779249,4.37045635651651,4.55735652290997,4.18492852081842,4.37534856165814,4.30989702707282,3.73234628135637,4.34625682701736,3.79217718306974,3.76756696511426,3.99737445555552,3.98099109320953,4.459717640386,4.25612442013838,4.00710712141902,4.02588434115175,3.91782625174893,4.0281113508038,4.38992585134192,3.84257728371889,3.7297501012836,4.1669780712171,4.16035003811118,3.830267981204,4.08961326861629,4.11398070391317,3.86644422314924,3.85852120441219,3.90159394768843,4.21779031314878,3.77883467095224,3.71816210893639,3.71723089553882,4.02353074689659,3.79985541015905,3.88425562629713,3.84336238995603,4.30023460345129,3.629601401785,3.54311608379536,4.69048517444715,3.40594289077005,3.70313803165488,3.56648727341074,4.036068888995,4.4380167705991,3.52499564885537,3.78336123229749,3.77558683543211,"yes"
4.09819301138972,4.60831452621231,4.36215661549621,5.12716792760297,4.6540259597729,4.34278995856852,4.39522946643664,5.20417061929848,3.87101133850055,4.14120889209911,3.59837671439603,4.29703246800785,3.78609117785804,4.16078790203497,3.90988149295473,3.6982608227019,4.04429887909105,4.00301869088512,4.05622850984618,4.31186573844932,3.83656352086818,3.71056460539919,4.03405292462509,3.78404743534805,4.24658669019471,4.02178555339644,3.91293722750955,3.78199402971699,4.47033792537335,3.92716538818642,4.03000218057072,4.30373924978368,3.93699889089547,3.86848880779651,3.76893548485175,4.16314762100455,4.01220073442312,4.34546949139279,3.73931301824495,3.6374069577438,3.97786746136416,4.38674712996136,4.48942292917389,4.14501753461137,3.9556773131992,4.07260879045243,5.23660411154057,4.11285000923068,4.40673544827712,3.94307804012762,3.91748089038603,3.61907957665427,4.25532530457237,3.98919049146155,5.47104394977545,"yes"
3.92324068618325,5.0389099363329,4.42994192142712,5.1920089966664,3.96688791748848,4.55372269560282,4.78688879901769,4.80238703869245,4.1946449441994,3.68791873227612,3.94014568154712,4.50072702190942,4.42758559617558,4.43483674864502,3.95361150647649,3.63835094808754,3.84139803047191,3.88027224830375,4.53867667515524,4.40478791023503,3.89476157326752,3.6887373837568,3.6942905776956,3.70910803134606,4.13653756042751,3.98716967132759,3.84091820003761,3.90391025412135,4.15191495823538,3.52215143574611,3.79668367316013,4.25456742205809,3.58343162096373,3.97457852737972,3.80385354340157,4.06222890943236,4.02540938797037,4.10961576547752,3.61265301521766,3.53844552400178,3.86889891142379,3.82167850749042,3.93491871141344,3.94839514079075,3.6245083406792,3.40638386151121,4.73859755175547,3.78624676193131,3.89839373733891,3.5179300722073,3.89931803667222,4.20281716685341,3.43566756037562,3.96631278814517,3.97018021179311,"yes"
4.39550223332718,4.36732544156812,4.41937627968155,4.33916745358095,4.91113403891532,4.7961504640266,4.51590396714478,4.56944444561573,4.09340386201518,4.29869314694586,4.19313790854423,3.94848837570136,3.92714567416738,4.11235440382849,4.24639932842889,3.79760396963807,4.10840649773384,3.8657732294839,4.19120340876703,3.98538132406293,4.04254757178867,3.82847269480824,3.88018060378528,3.89958022216362,4.26016347460929,3.81386318095114,4.07930024467884,4.28250091123035,4.25886183266468,3.99302522186445,3.99621911177389,4.22511245153864,4.23885403575596,3.85389299523369,3.98796883820556,4.04707420802379,4.0151813875723,4.08452490296102,3.95162525104736,4.00643995886268,3.83302475664645,4.21065706060542,3.95640740046968,3.95775282408646,3.42480164045419,3.45875425070661,4.52195959690124,3.49439762888001,4.05661812744097,3.32389699729838,3.65703879386523,4.14079461547737,3.32048271491841,3.72958946101384,3.81583974584821,"yes"
4.67305572485829,3.76248324568275,4.52990074716407,3.74823561858277,3.78578271385148,4.83877976188194,4.43983461963104,4.35012845570433,2.80084646028735,4.23045194479,4.42969962820325,4.25025472713998,3.98437512071316,4.35742305035494,3.43751668010348,4.16437297437544,4.26229041375013,3.61223864380968,3.94485425831958,3.99130549887255,4.19902329227631,3.85947950523699,3.89283298705265,4.284368922669,4.46188431157466,4.17601107632061,4.20521361161776,4.29607533731154,4.57725044239844,4.03534073543036,4.3845603505326,4.32168714311563,4.02379928217922,3.69571611703261,3.75923657358327,4.37608680379252,4.09890521643557,3.98191011180838,4.05611896539066,3.92971549052409,4.00632149702825,4.17833484366349,3.93900556629432,3.86308648033887,3.63015023311838,3.56017085341151,4.65932897115014,3.53214212981127,3.93496558849258,3.04048714237686,3.10873130259709,4.30685923479662,3.53977108726928,3.09691303641978,2.95118416849199,"yes"
4.74180881081615,4.42279409463844,4.23288831315069,4.4558581761715,4.41569919466649,4.64632992032534,4.31698366161991,4.45172584851616,3.54092540074211,4.23335351631999,3.50587133179499,4.10657843667169,4.56459646241961,4.15029866253543,4.35367293283851,3.92773184238795,3.8910074094224,3.72050498764361,4.61832937662206,3.9636321132417,4.31347277360776,3.79038171129464,3.90064557293628,3.78810034823786,4.32562762330071,4.2166252985049,4.23428243038731,4.0204199776068,4.18585732909997,3.7810284942228,4.03200890128837,4.33070637737561,3.82443144761863,3.61105497288405,4.09224521315548,4.34684008985391,3.64974046216649,4.70491458067078,4.1395367139906,3.88194978140596,4.11596131576957,3.69092339388818,3.89022462539561,3.64573771971282,3.49477858296406,3.81714766024193,4.46485815987066,3.43975126053645,3.65266642258282,3.46325025547234,3.55471368522774,3.60493723516711,3.3258929223205,3.42364198131186,4.24753307482401,"yes"
4.22765801962608,3.89962066609787,4.54024911932149,4.51071635431776,3.97124272962637,4.72444148343951,4.32161985265078,4.01774458758128,3.40249286149834,4.19518994669689,4.19085069137143,4.21667405007679,4.20668114143683,4.2834132518817,3.65444551770393,4.16217247074437,3.83330507685596,4.31132850162587,4.11114933738834,3.67688093778054,4.01741634746143,3.47577142571027,3.90577854844776,4.00785497589794,4.4092054291614,4.27201701082165,4.06513303008466,4.45665947818631,4.80305505793095,3.93460799104317,4.50221867003385,4.53217472429219,3.9111798708563,3.98898902577821,3.86203565016992,4.25997565884196,4.0141863971385,3.84645004799906,4.07265776176162,3.74071345706669,3.84371555605678,3.7197228174922,4.04551484284781,3.87471600623196,3.64308876045845,3.79799072044419,4.62253574260431,3.91360540243314,3.86493751007481,3.45108227767178,3.82305007258647,3.78146213192262,3.30592095242476,3.91126373577534,4.05235522922699,"yes"
4.56319659572134,4.61726375680347,4.38163142399375,3.87981930691866,4.7223349384931,4.68061654819713,4.26518721910489,4.81571266453324,3.50530324632556,4.38085573496716,4.47452484907024,4.0231464369107,4.23084215950278,4.66457920158266,4.22675876961765,3.92774285923584,4.41114917577112,3.81254667422019,4.39023025492883,4.33293370496528,4.06289925357968,4.08615036293728,3.98424951008947,3.84713322520574,4.21114535749375,3.73664885658624,4.03968715401123,4.42699896177871,4.34971492589368,3.80392621969711,4.26222661864257,4.11120393315423,3.94189965149312,4.24274138280249,4.04540982236633,4.16466345772148,4.08745367430762,4.01595831220096,3.66037662706818,3.67662483229952,3.6610958562945,4.07893426896231,4.01843774081815,3.83083284622778,3.44899807185196,3.1826551034459,4.41561959774356,3.36554073340024,3.64895036449832,3.50769700149863,3.9093383577655,4.04890566440568,3.49786740363075,3.52046634712537,2.89754807387909,"yes"
4.44883438890309,3.73278490508424,4.66867613053768,4.67778532444279,4.6642877273958,4.60502168771948,4.39355607261622,4.76012324784423,3.65666410407785,4.34151182859311,3.54735622782857,4.42229489574115,4.25872409540581,4.1959269119854,4.34871752721153,3.87633449771317,4.30105147341891,3.7689106901344,3.91443902404532,3.87095670623384,4.38594409520774,3.57925188076907,4.03918030919221,4.07016141997437,4.52308173549415,3.85441184796564,4.01805617902924,4.41582198712172,4.09409525057999,3.37328281371274,4.08693580971343,4.41557300787859,3.91695850598835,3.90502002797881,3.60864523858528,4.11737294911773,4.23658310975976,4.10715849692087,3.74274731256098,4.03870605909659,4.1061440267518,3.95597525390223,3.89884358019739,3.86604143731844,3.18437629119089,3.2751356894592,4.61166836680504,3.54698833752119,4.08534050554945,3.44218606435956,3.58197687469371,3.59071684188936,3.69416666266392,3.79938878551275,2.72552633252395,"yes"
4.57404522731816,4.30410129199568,4.53638509084417,5.03456500791496,4.87558596332618,5.05994030614124,4.0352879610341,5.00312726211552,4.19544827546817,3.71508034864903,4.04985182084214,4.26805699506111,3.78468811307943,4.40311624165735,4.45258960791252,3.91853447502492,4.03502804452512,4.0288484215284,4.27328569841981,4.39036523009679,4.0619927390352,4.12700141360086,3.74183081471819,4.05618762894403,4.34145820773536,4.10707042548092,4.17325510139853,4.1881271069076,4.35567959490446,3.81807416507834,4.12268845466562,4.11184558818203,4.01611034431301,4.20742908377646,3.88423676403087,4.25220303715676,3.72824017339152,4.18486185740668,3.94797607777077,4.1131072509752,4.0037144678271,3.86903621584076,3.74223917815392,3.7916648813008,3.46445390420627,3.58408888339305,4.39180826047745,3.68143928293393,3.24195984320536,3.66590577497912,3.95434664333508,4.04367715363363,3.0537540437995,3.61085820864822,3.00197851954983,"yes"
4.59991174037295,3.7316675928185,4.4261343508337,4.90088819324829,3.93417045824347,4.65631691557565,4.31491177658412,4.7800235880117,3.88010476231218,4.08173675161647,4.17850550767681,3.93251410809729,3.82614635374657,4.25396618872592,4.17013697320332,3.80240016939348,4.22668623980916,3.73716672213665,3.84573255649923,4.336780345049,3.93828390519014,4.02485308485998,3.90924961682961,4.11497520695899,4.32531250150202,3.9393470501076,4.16131013717778,3.92201629247569,4.24770691356853,4.03031933469189,4.04975119870856,4.33560117535646,4.18332923027415,4.13759761290653,3.79082737462095,4.2449272260261,3.79312098693322,4.39569537594416,3.89101354121332,3.96741661196843,3.63905155623236,3.72849368479271,3.97725811426007,3.98180028397822,3.29861396473014,3.7825858047763,4.49092276257478,3.61266145645155,3.59677731974252,3.48644997634518,3.71883036811333,4.04778304550622,3.42158392017947,3.83412877450513,3.44463994554199,"yes"
4.24726549080495,4.38640740562252,4.70420028274785,4.56228363547051,4.16810201421712,5.0964189041606,4.25505830197587,4.58181877446714,3.64217407423841,4.00861434817651,4.39319039529057,4.00037882141841,3.91815938275985,4.0850548262091,3.54153503175099,4.11696281838747,4.08369735184052,4.12374601847251,4.2432039229616,3.89867755108465,4.19945964761415,3.6732453290748,3.7335011246318,4.36329519516989,4.38666530021556,4.16144109010897,4.06355562115373,4.14830712516677,4.39660557264238,3.734080763666,4.02957270095975,4.00381632042313,3.90095160820619,3.82753047626544,4.00714960991824,4.06463932597532,4.57347308831546,4.18672754942171,3.6927894358481,3.86402282385476,3.96005154408803,3.7749597168365,4.04229171793583,4.03489348534134,3.66636094994538,3.71920267904163,4.93361500818903,3.71377392733023,4.18091801899766,3.65330364500221,3.91511569456358,4.40549098557329,3.66619166735431,4.58317376449537,4.73434134904914,"yes"
4.51496168200242,4.14884971498522,4.45384273541449,4.0532037155141,4.4387217590814,4.69536250993979,4.51854036963437,4.32797100755026,3.33376643136323,4.25119865875993,3.86805824221927,4.04123757782172,4.14617450059376,4.52244970339497,3.89167911743335,4.07011660148195,4.21181370125625,4.03132014682547,4.46602239673684,4.01130972476493,4.30975898169591,4.18274276770191,4.0224655657158,3.823741253315,4.31156976516228,4.26419417165867,4.046895416597,4.17290817337969,4.35871484278311,3.88866390184679,4.08240511160267,4.43629585987544,4.15764992189434,4.01752532496007,3.96144184348431,4.42602589204873,4.07477136484762,4.30911807476255,3.92812043089918,3.93348452445199,3.7242702322847,3.81790066747373,3.91962048420298,3.63492265707661,3.44380774051207,3.58692968277262,4.45493294299681,3.09606106520141,3.39752731854336,3.09343427605286,3.51687067180975,3.62561006728329,3.28462920015118,3.61885250633392,2.98585528479142,"yes"
4.38239833817896,4.44377050517896,4.60240036827626,5.27871858649012,4.1515452147199,4.41773564066836,3.8879938431844,5.03969358046049,4.35319859523988,4.38022856607357,4.14425905446951,4.40334315762172,3.69131292957568,3.90434850820303,3.99305082186242,3.8876719766597,3.90521524017234,3.63899492330839,4.18325863987729,4.28674389908727,4.15833147595972,3.75309632540719,3.649707650231,4.2579059862481,4.25304669659498,4.07373672362849,3.99592111875804,4.37783964438171,4.28782161711387,3.57608229733738,4.00377961628547,4.36766015447458,4.07952990323657,4.04134220574467,3.74530131410602,4.07222364735218,4.63150988019723,3.97209134097563,3.59594364128666,3.8193276689874,3.87266883509161,3.71943020338153,3.64903881876117,3.82539030135328,3.49792915488648,3.36560816373602,4.58209760698431,3.59707674827445,3.49412092165567,3.26042459468959,3.80375108908157,4.3161689738052,3.25960491313409,3.92022908390018,3.59770497705737,"yes"
4.17249231476306,3.6397546938683,4.54957806351921,3.95164790820037,4.17699367982502,4.45586510999293,3.95484075399674,4.56161222551304,3.71100669177256,3.8827927425546,4.12161203131318,4.09988070362559,4.0697405854219,4.22462131318579,4.07438661981209,3.81622674600573,3.99986458038177,3.71003565842917,4.18276019355292,4.2305261557727,4.17249231476306,3.89248000995773,3.92135613769396,4.00777229439547,4.22817384409412,3.84654507527532,4.0312469459896,4.07543564080982,4.45433520987862,3.49969842489528,4.10724596463567,4.24868870726122,3.82152308581567,3.75850658981349,3.69495189730272,4.17022401460489,3.83302579061575,3.90615351855797,3.69595720905232,3.82208673869415,3.84315978832675,4.22350516124297,4.33694961116077,4.39144900789523,3.96047477503089,3.84494480720589,5.42364887435335,4.25044286782484,4.44266338403894,3.85550353996165,4.34721280842984,4.90328175475111,4.07856758574315,4.59333001095138,4.7834472931156,"no"
4.59312181125834,3.92730585420744,4.84402708832241,4.32751433705281,3.84556819223646,4.61788190318502,4.46740642647751,4.63740601987837,3.91315690466908,4.6148730614292,3.53520846031565,4.14171909184891,3.94629547826408,4.34427302157007,4.0633030804809,4.42388568290719,4.23451686967501,3.81909870633382,3.83320523732272,4.08755685197623,4.15884907961356,3.93247086685016,3.85458582107817,4.12828967901176,4.31952228993407,4.26443820958736,4.01873063388015,4.36779559929383,4.23063358030008,4.29141409072158,4.07378387336977,4.09919401878436,4.50205544993907,4.165640865754,4.04835484608214,4.20626579533847,3.63462606557332,4.06013775966023,4.05520006648365,3.92593119270551,3.75540976710134,4.1498990304715,3.92838290115805,3.70790108674091,2.86068572460118,3.45583372151281,3.96556799201023,3.15480372584883,3.86387405708917,3.20621421948402,3.55111498288061,3.21489529181561,3.11975121872162,3.32150446809844,3.34982973966644,"yes"
4.36943943560835,3.6538079435823,4.85853150686572,4.65959687700442,4.4291681831235,4.99589771433416,4.60347097039471,4.6559404940065,3.53919051663302,4.02324650905837,4.05577057571791,4.27259987348567,4.16354596698073,4.30951874037456,3.98577622922529,3.67215710625328,3.94983075852301,3.73014905323097,4.44194674268485,4.06245038917073,3.99011785345589,3.52916195688862,4.07981328038761,3.61907024068791,4.44094391810161,4.02908605938911,4.16436018455848,3.84815477744482,4.33380278756549,3.76777382212073,4.23945499132204,4.13161197471959,3.85906123459118,4.02374656033054,3.5686704981723,3.9938814936903,4.05658223297547,4.26096278364275,3.89005769702465,3.73137552815483,3.9133866804172,3.93337767070084,4.01808751061009,3.96181004053253,3.37587354561376,3.46719410589771,4.80768959282437,4.09236789493332,4.28966030623602,3.71768995204914,4.40184952159642,4.05889293000352,3.27993433338463,3.93306987870928,4.42103639000572,"yes"
4.17032731605435,3.76693476447362,4.30399550244733,4.22564012566075,5.08367213015244,5.15354744569253,4.29984243306868,4.57237810399319,4.2888548304976,3.88476285053429,4.108698138864,4.05708881328895,4.27901716962937,4.33306100319552,3.86353408629263,3.83195464709856,4.21368589324352,3.84490651645392,4.18172889465437,4.20556102023362,3.80173668686689,3.77968654612382,3.73721180444953,4.108698138864,4.32432867447296,3.83484181102487,3.88535439816069,4.32540304085389,4.34961018366522,3.67663866381562,3.98556226976376,4.4299850730883,4.11582650107474,4.16652804940121,4.0031908996516,3.79353765802105,3.75192582282946,4.28068554890973,3.81883433682598,3.90537861246464,3.75138965673432,4.07844868033198,3.85198581269701,4.16217470310724,3.36821761068177,3.75326334923899,4.82774511926656,3.61144082009647,3.85811315343786,3.45009132959321,4.06666874460732,4.47283719564548,3.48662548013111,4.03727068922388,3.80197550704443,"yes"
